configuration,run_id,application_count,worker_count,application_index,app_id,completed_cycles,mean_queue_wait_us,max_queue_wait_us,mean_evaluation_interval_ms,max_evaluation_interval_ms,starvation_evidence,jain_fairness_index,status
apps=4;workers=2;mode=BASELINE,primary-a4-w2-measured-7-baseline,4,2,0,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=4;workers=2;mode=BASELINE,primary-a4-w2-measured-7-baseline,4,2,1,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=4;workers=2;mode=BASELINE,primary-a4-w2-measured-7-baseline,4,2,2,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=4;workers=2;mode=BASELINE,primary-a4-w2-measured-7-baseline,4,2,3,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=4;workers=2;mode=BASELINE,primary-a4-w2-measured-8-baseline,4,2,0,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=4;workers=2;mode=BASELINE,primary-a4-w2-measured-8-baseline,4,2,1,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=4;workers=2;mode=BASELINE,primary-a4-w2-measured-8-baseline,4,2,2,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=4;workers=2;mode=BASELINE,primary-a4-w2-measured-8-baseline,4,2,3,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=4;workers=2;mode=INTEGRATED,heterogeneous-a4-w2-measured-4-integrated,4,2,0,APP_250773_46914148,2.000,521.986,4321.095,1096.999,1096.999,NONE,0.939,MEASURED
apps=4;workers=2;mode=INTEGRATED,heterogeneous-a4-w2-measured-4-integrated,4,2,1,APP_250774_46914148,4.000,726.684,3995.360,1077.871,1099.504,NONE,0.939,MEASURED
apps=4;workers=2;mode=INTEGRATED,heterogeneous-a4-w2-measured-4-integrated,4,2,2,APP_250775_46914149,3.000,2082.977,3916.827,1089.945,1099.311,NONE,0.939,MEASURED
apps=4;workers=2;mode=INTEGRATED,heterogeneous-a4-w2-measured-4-integrated,4,2,3,APP_250776_46914149,4.000,3002.853,6981.970,1071.846,1105.235,NONE,0.939,MEASURED
apps=4;workers=2;mode=INTEGRATED,heterogeneous-a4-w2-measured-5-integrated,4,2,0,APP_250839_46915438,3.000,229.868,856.680,1076.125,1080.236,NONE,0.962,MEASURED
apps=4;workers=2;mode=INTEGRATED,heterogeneous-a4-w2-measured-5-integrated,4,2,1,APP_250840_46915438,2.000,1055.045,3611.648,1081.048,1081.048,NONE,0.962,MEASURED
apps=4;workers=2;mode=INTEGRATED,heterogeneous-a4-w2-measured-5-integrated,4,2,2,APP_250841_46915438,3.000,2084.014,4247.931,1069.955,1081.783,NONE,0.962,MEASURED
apps=4;workers=2;mode=INTEGRATED,heterogeneous-a4-w2-measured-5-integrated,4,2,3,APP_250842_46915439,2.000,3837.198,6480.617,1075.425,1075.425,NONE,0.962,MEASURED
apps=4;workers=2;mode=INTEGRATED,heterogeneous-a4-w2-measured-6-integrated,4,2,0,APP_250880_46915876,3.000,682.955,2268.870,1110.354,1119.088,NONE,0.939,MEASURED
apps=4;workers=2;mode=INTEGRATED,heterogeneous-a4-w2-measured-6-integrated,4,2,1,APP_250881_46915876,4.000,1309.948,3974.788,1089.471,1113.848,NONE,0.939,MEASURED
apps=4;workers=2;mode=INTEGRATED,heterogeneous-a4-w2-measured-6-integrated,4,2,2,APP_250882_46915877,2.000,3707.402,13000.019,1104.010,1104.010,NONE,0.939,MEASURED
apps=4;workers=2;mode=INTEGRATED,heterogeneous-a4-w2-measured-6-integrated,4,2,3,APP_250883_46915877,4.000,3718.774,15339.202,1080.525,1106.458,NONE,0.939,MEASURED
apps=4;workers=2;mode=INTEGRATED,heterogeneous-a4-w2-measured-7-integrated,4,2,0,APP_250946_46917239,4.000,410.770,2372.878,1082.911,1095.791,NONE,0.939,MEASURED
apps=4;workers=2;mode=INTEGRATED,heterogeneous-a4-w2-measured-7-integrated,4,2,1,APP_250947_46917239,2.000,1745.813,4610.126,1090.633,1090.633,NONE,0.939,MEASURED
apps=4;workers=2;mode=INTEGRATED,heterogeneous-a4-w2-measured-7-integrated,4,2,2,APP_250948_46917239,4.000,1963.071,6099.974,1077.972,1096.262,NONE,0.939,MEASURED
apps=4;workers=2;mode=INTEGRATED,heterogeneous-a4-w2-measured-7-integrated,4,2,3,APP_250949_46917239,3.000,4160.192,8202.968,1084.573,1096.245,NONE,0.939,MEASURED
apps=4;workers=2;mode=INTEGRATED,heterogeneous-a4-w2-measured-8-integrated,4,2,0,APP_250996_46917795,2.000,923.138,3913.322,1116.612,1116.612,NONE,0.947,MEASURED
apps=4;workers=2;mode=INTEGRATED,heterogeneous-a4-w2-measured-8-integrated,4,2,1,APP_250997_46917795,4.000,881.306,4954.002,1091.677,1115.792,NONE,0.947,MEASURED
apps=4;workers=2;mode=INTEGRATED,heterogeneous-a4-w2-measured-8-integrated,4,2,2,APP_250998_46917795,3.000,1981.930,5582.438,1101.564,1113.313,NONE,0.947,MEASURED
apps=4;workers=2;mode=INTEGRATED,heterogeneous-a4-w2-measured-8-integrated,4,2,3,APP_250999_46917795,3.000,3402.631,7915.444,1099.990,1113.636,NONE,0.947,MEASURED
apps=4;workers=2;mode=INTEGRATED,primary-a4-w2-measured-4-integrated,4,2,0,APP_245888_46859509,4.000,336.901,1395.145,1092.974,1101.444,NONE,1.000,MEASURED
apps=4;workers=2;mode=INTEGRATED,primary-a4-w2-measured-4-integrated,4,2,1,APP_245889_46859509,4.000,1141.569,3415.251,1096.352,1101.542,NONE,1.000,MEASURED
apps=4;workers=2;mode=INTEGRATED,primary-a4-w2-measured-4-integrated,4,2,2,APP_245890_46859509,4.000,2835.805,5772.504,1095.399,1096.513,NONE,1.000,MEASURED
apps=4;workers=2;mode=INTEGRATED,primary-a4-w2-measured-4-integrated,4,2,3,APP_245891_46859509,4.000,4122.533,8772.923,1093.867,1098.028,NONE,1.000,MEASURED
apps=4;workers=2;mode=INTEGRATED,primary-a4-w2-measured-5-integrated,4,2,0,APP_245964_46860957,4.000,296.347,830.787,1116.175,1133.418,NONE,1.000,MEASURED
apps=4;workers=2;mode=INTEGRATED,primary-a4-w2-measured-5-integrated,4,2,1,APP_245965_46860957,4.000,1166.103,5229.431,1115.263,1120.436,NONE,1.000,MEASURED
apps=4;workers=2;mode=INTEGRATED,primary-a4-w2-measured-5-integrated,4,2,2,APP_245966_46860957,4.000,2628.276,8301.040,1115.034,1120.044,NONE,1.000,MEASURED
apps=4;workers=2;mode=INTEGRATED,primary-a4-w2-measured-5-integrated,4,2,3,APP_245967_46860958,4.000,4341.297,10167.854,1115.678,1126.939,NONE,1.000,MEASURED
apps=4;workers=2;mode=INTEGRATED,primary-a4-w2-measured-6-integrated,4,2,0,APP_246023_46861536,4.000,1035.442,7608.896,1133.007,1165.105,NONE,1.000,MEASURED
apps=4;workers=2;mode=INTEGRATED,primary-a4-w2-measured-6-integrated,4,2,1,APP_246024_46861536,4.000,1603.246,6078.574,1142.024,1193.382,NONE,1.000,MEASURED
apps=4;workers=2;mode=INTEGRATED,primary-a4-w2-measured-6-integrated,4,2,2,APP_246025_46861537,4.000,3274.717,6647.219,1143.430,1194.309,NONE,1.000,MEASURED
apps=4;workers=2;mode=INTEGRATED,primary-a4-w2-measured-6-integrated,4,2,3,APP_246026_46861537,4.000,5264.753,9341.334,1146.740,1179.886,NONE,1.000,MEASURED
apps=4;workers=2;mode=INTEGRATED,primary-a4-w2-measured-7-integrated,4,2,0,APP_246098_46863094,4.000,484.005,3448.111,1107.335,1111.517,NONE,1.000,MEASURED
apps=4;workers=2;mode=INTEGRATED,primary-a4-w2-measured-7-integrated,4,2,1,APP_246099_46863094,4.000,1416.941,3876.332,1106.741,1113.848,NONE,1.000,MEASURED
apps=4;workers=2;mode=INTEGRATED,primary-a4-w2-measured-7-integrated,4,2,2,APP_246100_46863094,4.000,2875.054,6080.118,1108.071,1123.509,NONE,1.000,MEASURED
apps=4;workers=2;mode=INTEGRATED,primary-a4-w2-measured-7-integrated,4,2,3,APP_246101_46863095,4.000,4298.088,8321.365,1112.221,1129.031,NONE,1.000,MEASURED
apps=4;workers=2;mode=INTEGRATED,primary-a4-w2-measured-8-integrated,4,2,0,APP_246157_46863668,4.000,421.438,2375.081,1098.677,1110.215,NONE,1.000,MEASURED
apps=4;workers=2;mode=INTEGRATED,primary-a4-w2-measured-8-integrated,4,2,1,APP_246158_46863668,4.000,1314.093,4678.608,1098.403,1106.139,NONE,1.000,MEASURED
apps=4;workers=2;mode=INTEGRATED,primary-a4-w2-measured-8-integrated,4,2,2,APP_246159_46863668,4.000,2883.049,6200.457,1097.346,1102.127,NONE,1.000,MEASURED
apps=4;workers=2;mode=INTEGRATED,primary-a4-w2-measured-8-integrated,4,2,3,APP_246160_46863669,4.000,4383.834,7844.137,1097.361,1104.207,NONE,1.000,MEASURED
apps=4;workers=4;mode=BASELINE,primary-a4-w4-measured-4-baseline,4,4,0,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=4;workers=4;mode=BASELINE,primary-a4-w4-measured-4-baseline,4,4,1,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=4;workers=4;mode=BASELINE,primary-a4-w4-measured-4-baseline,4,4,2,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=4;workers=4;mode=BASELINE,primary-a4-w4-measured-4-baseline,4,4,3,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=4;workers=4;mode=BASELINE,primary-a4-w4-measured-5-baseline,4,4,0,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=4;workers=4;mode=BASELINE,primary-a4-w4-measured-5-baseline,4,4,1,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=4;workers=4;mode=BASELINE,primary-a4-w4-measured-5-baseline,4,4,2,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=4;workers=4;mode=BASELINE,primary-a4-w4-measured-5-baseline,4,4,3,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=4;workers=4;mode=BASELINE,primary-a4-w4-measured-6-baseline,4,4,0,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=4;workers=4;mode=BASELINE,primary-a4-w4-measured-6-baseline,4,4,1,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=4;workers=4;mode=BASELINE,primary-a4-w4-measured-6-baseline,4,4,2,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=4;workers=4;mode=BASELINE,primary-a4-w4-measured-6-baseline,4,4,3,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=4;workers=4;mode=BASELINE,primary-a4-w4-measured-7-baseline,4,4,0,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=4;workers=4;mode=BASELINE,primary-a4-w4-measured-7-baseline,4,4,1,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=4;workers=4;mode=BASELINE,primary-a4-w4-measured-7-baseline,4,4,2,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=4;workers=4;mode=BASELINE,primary-a4-w4-measured-7-baseline,4,4,3,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=4;workers=4;mode=BASELINE,primary-a4-w4-measured-8-baseline,4,4,0,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=4;workers=4;mode=BASELINE,primary-a4-w4-measured-8-baseline,4,4,1,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=4;workers=4;mode=BASELINE,primary-a4-w4-measured-8-baseline,4,4,2,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=4;workers=4;mode=BASELINE,primary-a4-w4-measured-8-baseline,4,4,3,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=4;workers=4;mode=INTEGRATED,primary-a4-w4-measured-4-integrated,4,4,0,APP_246435_46867784,4.000,997.151,5585.466,1114.496,1122.170,NONE,1.000,MEASURED
apps=4;workers=4;mode=INTEGRATED,primary-a4-w4-measured-4-integrated,4,4,1,APP_246436_46867784,4.000,1014.662,5740.241,1115.185,1119.687,NONE,1.000,MEASURED
apps=4;workers=4;mode=INTEGRATED,primary-a4-w4-measured-4-integrated,4,4,2,APP_246437_46867784,4.000,1508.994,8511.763,1109.230,1115.136,NONE,1.000,MEASURED
apps=4;workers=4;mode=INTEGRATED,primary-a4-w4-measured-4-integrated,4,4,3,APP_246438_46867785,4.000,2005.476,8019.100,1107.554,1115.320,NONE,1.000,MEASURED
apps=4;workers=4;mode=INTEGRATED,primary-a4-w4-measured-5-integrated,4,4,0,APP_246523_46869276,4.000,1409.962,7930.959,1108.892,1126.929,NONE,1.000,MEASURED
apps=4;workers=4;mode=INTEGRATED,primary-a4-w4-measured-5-integrated,4,4,1,APP_246524_46869276,4.000,1911.363,7078.547,1112.285,1120.236,NONE,1.000,MEASURED
apps=4;workers=4;mode=INTEGRATED,primary-a4-w4-measured-5-integrated,4,4,2,APP_246525_46869277,4.000,1769.607,6295.017,1111.359,1116.395,NONE,1.000,MEASURED
apps=4;workers=4;mode=INTEGRATED,primary-a4-w4-measured-5-integrated,4,4,3,APP_246526_46869277,4.000,2284.155,7746.650,1110.622,1117.652,NONE,1.000,MEASURED
apps=4;workers=4;mode=INTEGRATED,primary-a4-w4-measured-6-integrated,4,4,0,APP_246584_46869846,4.000,565.698,5799.399,1105.734,1112.403,NONE,1.000,MEASURED
apps=4;workers=4;mode=INTEGRATED,primary-a4-w4-measured-6-integrated,4,4,1,APP_246585_46869846,4.000,1118.826,4664.126,1108.873,1118.365,NONE,1.000,MEASURED
apps=4;workers=4;mode=INTEGRATED,primary-a4-w4-measured-6-integrated,4,4,2,APP_246586_46869847,4.000,1750.282,5485.825,1108.801,1116.566,NONE,1.000,MEASURED
apps=4;workers=4;mode=INTEGRATED,primary-a4-w4-measured-6-integrated,4,4,3,APP_246587_46869847,4.000,2105.087,8006.187,1107.118,1111.239,NONE,1.000,MEASURED
apps=4;workers=4;mode=INTEGRATED,primary-a4-w4-measured-7-integrated,4,4,0,APP_246663_46871354,4.000,930.476,3331.098,1105.324,1125.189,NONE,1.000,MEASURED
apps=4;workers=4;mode=INTEGRATED,primary-a4-w4-measured-7-integrated,4,4,1,APP_246664_46871354,4.000,1923.823,8536.387,1102.194,1108.239,NONE,1.000,MEASURED
apps=4;workers=4;mode=INTEGRATED,primary-a4-w4-measured-7-integrated,4,4,2,APP_246665_46871354,4.000,2032.093,10466.667,1101.521,1122.037,NONE,1.000,MEASURED
apps=4;workers=4;mode=INTEGRATED,primary-a4-w4-measured-7-integrated,4,4,3,APP_246666_46871355,4.000,2278.392,8226.535,1102.041,1124.805,NONE,1.000,MEASURED
apps=4;workers=4;mode=INTEGRATED,primary-a4-w4-measured-8-integrated,4,4,0,APP_246729_46871924,4.000,1286.369,5077.085,1130.675,1144.171,NONE,1.000,MEASURED
apps=4;workers=4;mode=INTEGRATED,primary-a4-w4-measured-8-integrated,4,4,1,APP_246730_46871924,4.000,1715.806,10828.376,1134.978,1145.508,NONE,1.000,MEASURED
apps=4;workers=4;mode=INTEGRATED,primary-a4-w4-measured-8-integrated,4,4,2,APP_246731_46871924,4.000,1919.351,7590.859,1134.744,1155.329,NONE,1.000,MEASURED
apps=4;workers=4;mode=INTEGRATED,primary-a4-w4-measured-8-integrated,4,4,3,APP_246732_46871924,4.000,2737.575,7571.151,1134.513,1152.256,NONE,1.000,MEASURED
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-4-baseline,8,1,0,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-4-baseline,8,1,1,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-4-baseline,8,1,2,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-4-baseline,8,1,3,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-4-baseline,8,1,4,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-4-baseline,8,1,5,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-4-baseline,8,1,6,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-4-baseline,8,1,7,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-5-baseline,8,1,0,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-5-baseline,8,1,1,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-5-baseline,8,1,2,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-5-baseline,8,1,3,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-5-baseline,8,1,4,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-5-baseline,8,1,5,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-5-baseline,8,1,6,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-5-baseline,8,1,7,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-6-baseline,8,1,0,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-6-baseline,8,1,1,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-6-baseline,8,1,2,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-6-baseline,8,1,3,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-6-baseline,8,1,4,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-6-baseline,8,1,5,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-6-baseline,8,1,6,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-6-baseline,8,1,7,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-7-baseline,8,1,0,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-7-baseline,8,1,1,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-7-baseline,8,1,2,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-7-baseline,8,1,3,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-7-baseline,8,1,4,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-7-baseline,8,1,5,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-7-baseline,8,1,6,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-7-baseline,8,1,7,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-8-baseline,8,1,0,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-8-baseline,8,1,1,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-8-baseline,8,1,2,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-8-baseline,8,1,3,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-8-baseline,8,1,4,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-8-baseline,8,1,5,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-8-baseline,8,1,6,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=BASELINE,primary-a8-w1-measured-8-baseline,8,1,7,NA,0.000,NA,NA,NA,NA,NONE,NA,UNAVAILABLE
apps=8;workers=1;mode=INTEGRATED,primary-a8-w1-measured-4-integrated,8,1,0,APP_247268_46877817,5.000,2671.986,22148.699,1402.942,1444.565,NONE,0.995,MEASURED
apps=8;workers=1;mode=INTEGRATED,primary-a8-w1-measured-4-integrated,8,1,1,APP_247269_46877817,5.000,5011.184,24372.568,1399.447,1449.009,NONE,0.995,MEASURED
apps=8;workers=1;mode=INTEGRATED,primary-a8-w1-measured-4-integrated,8,1,2,APP_247270_46877817,5.000,10496.760,36574.648,1397.509,1457.730,NONE,0.995,MEASURED
apps=8;workers=1;mode=INTEGRATED,primary-a8-w1-measured-4-integrated,8,1,3,APP_247271_46877817,5.000,15061.065,42451.231,1395.502,1458.895,NONE,0.995,MEASURED
apps=8;workers=1;mode=INTEGRATED,primary-a8-w1-measured-4-integrated,8,1,4,APP_247272_46877817,5.000,18728.404,27308.285,1389.767,1473.016,NONE,0.995,MEASURED
apps=8;workers=1;mode=INTEGRATED,primary-a8-w1-measured-4-integrated,8,1,5,APP_247273_46877817,4.000,23600.259,35690.728,1407.734,1476.046,NONE,0.995,MEASURED
apps=8;workers=1;mode=INTEGRATED,primary-a8-w1-measured-4-integrated,8,1,6,APP_247274_46877818,5.000,24540.870,43597.753,1369.166,1470.524,NONE,0.995,MEASURED
apps=8;workers=1;mode=INTEGRATED,primary-a8-w1-measured-4-integrated,8,1,7,APP_247275_46877818,5.000,27457.686,52228.614,1368.746,1471.017,NONE,0.995,MEASURED
apps=8;workers=1;mode=INTEGRATED,primary-a8-w1-measured-5-integrated,8,1,0,APP_247437_46880101,4.000,2322.790,17268.544,1340.791,1388.082,NONE,0.995,MEASURED
apps=8;workers=1;mode=INTEGRATED,primary-a8-w1-measured-5-integrated,8,1,1,APP_247438_46880102,5.000,6045.610,28211.076,1333.651,1383.139,NONE,0.995,MEASURED
apps=8;workers=1;mode=INTEGRATED,primary-a8-w1-measured-5-integrated,8,1,2,APP_247439_46880102,5.000,11525.150,33151.449,1331.543,1386.978,NONE,0.995,MEASURED
apps=8;workers=1;mode=INTEGRATED,primary-a8-w1-measured-5-integrated,8,1,3,APP_247440_46880102,5.000,16398.866,37263.978,1330.644,1381.983,NONE,0.995,MEASURED
apps=8;workers=1;mode=INTEGRATED,primary-a8-w1-measured-5-integrated,8,1,4,APP_247441_46880102,5.000,19651.457,40950.134,1330.492,1386.973,NONE,0.995,MEASURED
apps=8;workers=1;mode=INTEGRATED,primary-a8-w1-measured-5-integrated,8,1,5,APP_247442_46880102,5.000,22099.433,38679.100,1328.736,1357.714,NONE,0.995,MEASURED
apps=8;workers=1;mode=INTEGRATED,primary-a8-w1-measured-5-integrated,8,1,6,APP_247443_46880103,5.000,25485.374,44040.478,1325.292,1340.990,NONE,0.995,MEASURED
apps=8;workers=1;mode=INTEGRATED,primary-a8-w1-measured-5-integrated,8,1,7,APP_247444_46880103,5.000,29143.222,49004.087,1320.346,1364.763,NONE,0.995,MEASURED
apps=8;workers=1;mode=INTEGRATED,primary-a8-w1-measured-6-integrated,8,1,0,APP_247588_46880947,5.000,3522.531,21277.844,1388.469,1400.908,NONE,1.000,MEASURED
apps=8;workers=1;mode=INTEGRATED,primary-a8-w1-measured-6-integrated,8,1,1,APP_247589_46880947,5.000,6955.284,30068.558,1387.006,1400.000,NONE,1.000,MEASURED
apps=8;workers=1;mode=INTEGRATED,primary-a8-w1-measured-6-integrated,8,1,2,APP_247590_46880947,5.000,12602.665,32503.862,1387.370,1401.685,NONE,1.000,MEASURED
apps=8;workers=1;mode=INTEGRATED,primary-a8-w1-measured-6-integrated,8,1,3,APP_247591_46880947,5.000,16073.894,33655.966,1385.501,1391.028,NONE,1.000,MEASURED
apps=8;workers=1;mode=INTEGRATED,primary-a8-w1-measured-6-integrated,8,1,4,APP_247592_46880948,5.000,19707.958,33563.631,1385.214,1390.674,NONE,1.000,MEASURED
apps=8;workers=1;mode=INTEGRATED,primary-a8-w1-measured-6-integrated,8,1,5,APP_247593_46880948,5.000,22548.925,37725.288,1391.581,1411.550,NONE,1.000,MEASURED
apps=8;workers=1;mode=INTEGRATED,primary-a8-w1-measured-6-integrated,8,1,6,APP_247594_46880948,5.000,23104.605,42549.519,1388.575,1396.711,NONE,1.000,MEASURED
apps=8;workers=1;mode=INTEGRATED,primary-a8-w1-measured-6-integrated,8,1,7,APP_247595_46880948,5.000,26919.289,47114.671,1386.719,1397.948,NONE,1.000,MEASURED
apps=8;workers=1;mode=INTEGRATED,primary-a8-w1-measured-7-integrated,8,1,0,APP_247760_46883261,5.000,2569.467,21499.663,1361.132,1403.967,NONE,0.995,MEASURED
apps=8;workers=1;mode=INTEGRATED,primary-a8-w1-measured-7-integrated,8,1,1,APP_247761_46883261,5.000,5991.693,27435.442,1361.009,1396.962,NONE,0.995,MEASURED
apps=8;workers=1;mode=INTEGRATED,primary-a8-w1-measured-7-integrated,8,1,2,APP_247762_46883261,5.000,10511.940,32044.068,1361.505,1394.082,NONE,0.995,MEASURED
apps=8;workers=1;mode=INTEGRATED,primary-a8-w1-measured-7-integrated,8,1,3,APP_247763_46883262,4.000,14011.209,30023.036,1356.038,1376.091,NONE,0.995,MEASURED
apps=8;workers=1;mode=INTEGRATED,primary-a8-w1-measured-7-integrated,8,1,4,APP_247764_46883262,5.000,15661.314,29937.539,1354.255,1376.040,NONE,0.995,MEASURED
apps=8;workers=1;mode=INTEGRATED,primary-a8-w1-measured-7-integrated,8,1,5,APP_247765_46883262,5.000,21473.671,51630.317,1355.289,1379.940,NONE,0.995,MEASURED
apps=8;workers=1;mode=INTEGRATED,primary-a8-w1-measured-7-integrated,8,1,6,APP_247766_46883262,5.000,23842.401,53761.952,1354.495,1407.010,NONE,0.995,MEASURED
